
Активные подключения

  Имя    Локальный адрес        Внешний адрес          Состояние       PID
  TCP    [fe80::d409:7142:582e:e52%16]:49705  [fe80::d409:7142:582e:e52%16]:2575  ESTABLISHED     5084
  TCP    [fe80::d409:7142:582e:e52%16]:49706  [fe80::d409:7142:582e:e52%16]:2571  ESTABLISHED     5084
  TCP    [fe80::d409:7142:582e:e52%16]:50040  [fe80::d409:7142:582e:e52%16]:2560  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:50267  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5588
  TCP    [fe80::d409:7142:582e:e52%16]:50904  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     5548
  TCP    [fe80::d409:7142:582e:e52%16]:50905  [fe80::d409:7142:582e:e52%16]:2568  ESTABLISHED     5548
  TCP    [fe80::d409:7142:582e:e52%16]:51710  [fe80::d409:7142:582e:e52%16]:2562  ESTABLISHED     5548
  TCP    [fe80::d409:7142:582e:e52%16]:51808  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5628
  TCP    [fe80::d409:7142:582e:e52%16]:52299  [fe80::d409:7142:582e:e52%16]:2566  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:52407  [fe80::d409:7142:582e:e52%16]:2575  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:52578  [fe80::d409:7142:582e:e52%16]:2575  ESTABLISHED     5548
  TCP    [fe80::d409:7142:582e:e52%16]:53768  [fe80::d409:7142:582e:e52%16]:2563  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:53786  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5516
  TCP    [fe80::d409:7142:582e:e52%16]:53791  [fe80::d409:7142:582e:e52%16]:2569  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:54272  [fe80::d409:7142:582e:e52%16]:2561  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:54273  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5532
  TCP    [fe80::d409:7142:582e:e52%16]:54274  [fe80::d409:7142:582e:e52%16]:2564  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:54420  [fe80::d409:7142:582e:e52%16]:2572  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:54430  [fe80::d409:7142:582e:e52%16]:2568  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:54465  [fe80::d409:7142:582e:e52%16]:2562  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:54687  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5704
  TCP    [fe80::d409:7142:582e:e52%16]:54688  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5524
  TCP    [fe80::d409:7142:582e:e52%16]:54889  [fe80::d409:7142:582e:e52%16]:2571  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:54896  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5668
  TCP    [fe80::d409:7142:582e:e52%16]:54898  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5676
  TCP    [fe80::d409:7142:582e:e52%16]:55173  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5712
  TCP    [fe80::d409:7142:582e:e52%16]:55827  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:55830  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5572
  TCP    [fe80::d409:7142:582e:e52%16]:55831  [fe80::d409:7142:582e:e52%16]:2571  ESTABLISHED     5548
  TCP    [fe80::d409:7142:582e:e52%16]:55834  [fe80::d409:7142:582e:e52%16]:2570  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:57631  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5656
  TCP    [fe80::d409:7142:582e:e52%16]:57694  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     4216
  TCP    [fe80::d409:7142:582e:e52%16]:59505  [fe80::d409:7142:582e:e52%16]:2573  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:61869  [fe80::d409:7142:582e:e52%16]:2574  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:61870  [fe80::d409:7142:582e:e52%16]:2567  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:61871  [fe80::d409:7142:582e:e52%16]:2565  ESTABLISHED     6820
  TCP    [fe80::d409:7142:582e:e52%16]:63491  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5548
  TCP    [fe80::d409:7142:582e:e52%16]:64118  [fe80::d409:7142:582e:e52%16]:2541  ESTABLISHED     5636
  UDP    0.0.0.0:500            *:*                                    1236
  UDP    0.0.0.0:1434           *:*                                    3692
  UDP    0.0.0.0:1947           *:*                                    3008
  UDP    0.0.0.0:3702           *:*                                    2704
  UDP    0.0.0.0:3702           *:*                                    2016
  UDP    0.0.0.0:3702           *:*                                    1364
  UDP    0.0.0.0:3702           *:*                                    2016
  UDP    0.0.0.0:3702           *:*                                    2704
  UDP    0.0.0.0:3702           *:*                                    1364
  UDP    0.0.0.0:4500           *:*                                    1236
  UDP    0.0.0.0:5353           *:*                                    11496
  UDP    0.0.0.0:5353           *:*                                    11496
  UDP    0.0.0.0:5353           *:*                                    11496
  UDP    0.0.0.0:5353           *:*                                    11496
  UDP    0.0.0.0:5353           *:*                                    11496
  UDP    0.0.0.0:5353           *:*                                    11496
  UDP    0.0.0.0:5355           *:*                                    1756
  UDP    0.0.0.0:50001          *:*                                    2248
  UDP    0.0.0.0:50438          *:*                                    2016
  UDP    0.0.0.0:50462          *:*                                    4472
  UDP    0.0.0.0:55491          *:*                                    1364
  UDP    0.0.0.0:58427          *:*                                    2704
  UDP    0.0.0.0:61249          *:*                                    3008
  UDP    127.0.0.1:1900         *:*                                    2016
  UDP    127.0.0.1:29287        *:*                                    3656
  UDP    127.0.0.1:29980        *:*                                    3628
  UDP    127.0.0.1:48200        *:*                                    11260
  UDP    127.0.0.1:48201        *:*                                    11220
  UDP    127.0.0.1:48202        *:*                                    10840
  UDP    127.0.0.1:50479        *:*                                    2016
  UDP    162.162.162.30:137     *:*                                    4
  UDP    162.162.162.30:138     *:*                                    4
  UDP    162.162.162.30:1900    *:*                                    2016
  UDP    162.162.162.30:5353    *:*                                    4472
  UDP    162.162.162.30:50476   *:*                                    2016
  UDP    192.168.13.1:137       *:*                                    4
  UDP    192.168.13.1:138       *:*                                    4
  UDP    192.168.13.1:1900      *:*                                    2016
  UDP    192.168.13.1:5353      *:*                                    4472
  UDP    192.168.13.1:50477     *:*                                    2016
  UDP    192.168.150.1:137      *:*                                    4
  UDP    192.168.150.1:138      *:*                                    4
  UDP    192.168.150.1:1900     *:*                                    2016
  UDP    192.168.150.1:5353     *:*                                    4472
  UDP    192.168.150.1:50478    *:*                                    2016
  UDP    [::]:500               *:*                                    1236
  UDP    [::]:1434              *:*                                    3692
  UDP    [::]:1947              *:*                                    3008
  UDP    [::]:3540              *:*                                    7784
  UDP    [::]:3702              *:*                                    2704
  UDP    [::]:3702              *:*                                    2016
  UDP    [::]:3702              *:*                                    2704
  UDP    [::]:3702              *:*                                    1364
  UDP    [::]:3702              *:*                                    2016
  UDP    [::]:3702              *:*                                    1364
  UDP    [::]:4500              *:*                                    1236
  UDP    [::]:5353              *:*                                    11496
  UDP    [::]:5353              *:*                                    11496
  UDP    [::]:5353              *:*                                    11496
  UDP    [::]:5355              *:*                                    1756
  UDP    [::]:50439             *:*                                    2016
  UDP    [::]:50463             *:*                                    4472
  UDP    [::]:55492             *:*                                    1364
  UDP    [::]:58428             *:*                                    2704
  UDP    [::1]:1900             *:*                                    2016
  UDP    [::1]:5353             *:*                                    4472
  UDP    [::1]:50475            *:*                                    2016
  UDP    [fe80::189c:cba1:7df3:8a9d%15]:546  *:*                                    1208
  UDP    [fe80::189c:cba1:7df3:8a9d%15]:1900  *:*                                    2016
  UDP    [fe80::189c:cba1:7df3:8a9d%15]:50473  *:*                                    2016
  UDP    [fe80::7cfb:a87c:93a5:c886%3]:546  *:*                                    1208
  UDP    [fe80::7cfb:a87c:93a5:c886%3]:1900  *:*                                    2016
  UDP    [fe80::7cfb:a87c:93a5:c886%3]:50472  *:*                                    2016
  UDP    [fe80::d409:7142:582e:e52%16]:546  *:*                                    1208
  UDP    [fe80::d409:7142:582e:e52%16]:1900  *:*                                    2016
  UDP    [fe80::d409:7142:582e:e52%16]:50474  *:*                                    2016

Активные подключения

  Имя    Локальный адрес        Внешний адрес          Состояние       PID
  TCP    0.0.0.0:21             0.0.0.0:0              LISTENING       2956
  TCP    0.0.0.0:88             0.0.0.0:0              LISTENING       3172
  TCP    0.0.0.0:135            0.0.0.0:0              LISTENING       800
  TCP    0.0.0.0:443            0.0.0.0:0              LISTENING       3172
  TCP    0.0.0.0:445            0.0.0.0:0              LISTENING       4
  TCP    0.0.0.0:554            0.0.0.0:0              LISTENING       10400
  TCP    0.0.0.0:888            0.0.0.0:0              LISTENING       2284
  TCP    0.0.0.0:1433           0.0.0.0:0              LISTENING       2328
  TCP    0.0.0.0:1947           0.0.0.0:0              LISTENING       2996
  TCP    0.0.0.0:2382           0.0.0.0:0              LISTENING       3656
  TCP    0.0.0.0:2540           0.0.0.0:0              LISTENING       4224
  TCP    0.0.0.0:2541           0.0.0.0:0              LISTENING       5136
  TCP    0.0.0.0:2560           0.0.0.0:0              LISTENING       5580
  TCP    0.0.0.0:2561           0.0.0.0:0              LISTENING       5588
  TCP    0.0.0.0:2562           0.0.0.0:0              LISTENING       5564
  TCP    0.0.0.0:2563           0.0.0.0:0              LISTENING       5604
  TCP    0.0.0.0:2564           0.0.0.0:0              LISTENING       5572
  TCP    0.0.0.0:2565           0.0.0.0:0              LISTENING       5760
  TCP    0.0.0.0:2566           0.0.0.0:0              LISTENING       5636
  TCP    0.0.0.0:2567           0.0.0.0:0              LISTENING       5684
  TCP    0.0.0.0:2568           0.0.0.0:0              LISTENING       5620
  TCP    0.0.0.0:2569           0.0.0.0:0              LISTENING       5740
  TCP    0.0.0.0:2570           0.0.0.0:0              LISTENING       5752
  TCP    0.0.0.0:2571           0.0.0.0:0              LISTENING       5732
  TCP    0.0.0.0:2572           0.0.0.0:0              LISTENING       5652
  TCP    0.0.0.0:2573           0.0.0.0:0              LISTENING       5660
  TCP    0.0.0.0:2574           0.0.0.0:0              LISTENING       5696
  TCP    0.0.0.0:2575           0.0.0.0:0              LISTENING       5780
  TCP    0.0.0.0:2576           0.0.0.0:0              LISTENING       6884
  TCP    0.0.0.0:2869           0.0.0.0:0              LISTENING       4
  TCP    0.0.0.0:3307           0.0.0.0:0              LISTENING       3512
  TCP    0.0.0.0:3690           0.0.0.0:0              LISTENING       3548
  TCP    0.0.0.0:4000           0.0.0.0:0              LISTENING       4944
  TCP    0.0.0.0:5041           0.0.0.0:0              LISTENING       3108
  TCP    0.0.0.0:5357           0.0.0.0:0              LISTENING       4
  TCP    0.0.0.0:5473           0.0.0.0:0              LISTENING       3108
  TCP    0.0.0.0:7070           0.0.0.0:0              LISTENING       2248
  TCP    0.0.0.0:10243          0.0.0.0:0              LISTENING       4
  TCP    0.0.0.0:47984          0.0.0.0:0              LISTENING       7424
  TCP    0.0.0.0:47989          0.0.0.0:0              LISTENING       7424
  TCP    0.0.0.0:49152          0.0.0.0:0              LISTENING       888
  TCP    0.0.0.0:49153          0.0.0.0:0              LISTENING       1200
  TCP    0.0.0.0:49154          0.0.0.0:0              LISTENING       1224
  TCP    0.0.0.0:49155          0.0.0.0:0              LISTENING       1980
  TCP    0.0.0.0:49159          0.0.0.0:0              LISTENING       2248
  TCP    0.0.0.0:49166          0.0.0.0:0              LISTENING       1000
  TCP    0.0.0.0:49266          0.0.0.0:0              LISTENING       992
  TCP    127.0.0.1:1434         0.0.0.0:0              LISTENING       2328
  TCP    127.0.0.1:3001         0.0.0.0:0              LISTENING       3592
  TCP    127.0.0.1:3002         0.0.0.0:0              LISTENING       3620
  TCP    127.0.0.1:3032         127.0.0.1:49202        ESTABLISHED     5180
  TCP    127.0.0.1:3307         127.0.0.1:49192        ESTABLISHED     3512
  TCP    127.0.0.1:3307         127.0.0.1:49193        ESTABLISHED     3512
  TCP    127.0.0.1:3783         127.0.0.1:49195        ESTABLISHED     5180
  TCP    127.0.0.1:6109         0.0.0.0:0              LISTENING       3944
  TCP    127.0.0.1:6480         127.0.0.1:49306        CLOSE_WAIT      5180
  TCP    127.0.0.1:6543         0.0.0.0:0              LISTENING       10748
  TCP    127.0.0.1:7001         0.0.0.0:0              LISTENING       5180
  TCP    127.0.0.1:7619         127.0.0.1:49310        ESTABLISHED     9708
  TCP    127.0.0.1:9990         0.0.0.0:0              LISTENING       2876
  TCP    127.0.0.1:12001        0.0.0.0:0              LISTENING       5180
  TCP    127.0.0.1:12683        127.0.0.1:49468        TIME_WAIT       0
  TCP    127.0.0.1:14147        0.0.0.0:0              LISTENING       2956
  TCP    127.0.0.1:16637        127.0.0.1:49308        ESTABLISHED     9708
  TCP    127.0.0.1:17484        127.0.0.1:49309        ESTABLISHED     9708
  TCP    127.0.0.1:19492        127.0.0.1:49194        ESTABLISHED     3108
  TCP    127.0.0.1:20936        0.0.0.0:0              LISTENING       3428
  TCP    127.0.0.1:20936        127.0.0.1:49200        ESTABLISHED     3428
  TCP    127.0.0.1:20936        127.0.0.1:49336        TIME_WAIT       0
  TCP    127.0.0.1:20936        127.0.0.1:49353        TIME_WAIT       0
  TCP    127.0.0.1:23401        0.0.0.0:0              LISTENING       10920
  TCP    127.0.0.1:24000        0.0.0.0:0              LISTENING       5180
  TCP    127.0.0.1:24685        127.0.0.1:49162        ESTABLISHED     3428
  TCP    127.0.0.1:24792        127.0.0.1:49156        ESTABLISHED     3428
  TCP    127.0.0.1:25001        0.0.0.0:0              LISTENING       9708
  TCP    127.0.0.1:25001        127.0.0.1:49307        ESTABLISHED     9708
  TCP    127.0.0.1:25001        127.0.0.1:49313        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49315        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49316        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49317        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49318        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49319        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49320        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49321        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49322        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49323        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49324        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49325        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49326        TIME_WAIT       0
  TCP    127.0.0.1:25001        127.0.0.1:49327        TIME_WAIT       0
  TCP    127.0.0.1:26001        0.0.0.0:0              LISTENING       5180
  TCP    127.0.0.1:31231        127.0.0.1:49201        ESTABLISHED     5180
  TCP    127.0.0.1:31580        127.0.0.1:49203        ESTABLISHED     5180
  TCP    127.0.0.1:31855        127.0.0.1:49161        ESTABLISHED     3428
  TCP    127.0.0.1:49156        127.0.0.1:24792        ESTABLISHED     3428
  TCP    127.0.0.1:49161        127.0.0.1:31855        ESTABLISHED     3428
  TCP    127.0.0.1:49162        127.0.0.1:24685        ESTABLISHED     3428
  TCP    127.0.0.1:49168        127.0.0.1:49169        ESTABLISHED     3944
  TCP    127.0.0.1:49169        127.0.0.1:49168        ESTABLISHED     3944
  TCP    127.0.0.1:49170        127.0.0.1:49171        ESTABLISHED     3944
  TCP    127.0.0.1:49171        127.0.0.1:49170        ESTABLISHED     3944
  TCP    127.0.0.1:49172        127.0.0.1:49173        ESTABLISHED     3944
  TCP    127.0.0.1:49173        127.0.0.1:49172        ESTABLISHED     3944
  TCP    127.0.0.1:49174        127.0.0.1:49175        ESTABLISHED     3944
  TCP    127.0.0.1:49175        127.0.0.1:49174        ESTABLISHED     3944
  TCP    127.0.0.1:49176        127.0.0.1:49177        ESTABLISHED     3944
  TCP    127.0.0.1:49177        127.0.0.1:49176        ESTABLISHED     3944
  TCP    127.0.0.1:49178        127.0.0.1:49179        ESTABLISHED     3944
  TCP    127.0.0.1:49179        127.0.0.1:49178        ESTABLISHED     3944
  TCP    127.0.0.1:49180        127.0.0.1:49181        ESTABLISHED     3944
  TCP    127.0.0.1:49181        127.0.0.1:49180        ESTABLISHED     3944
  TCP    127.0.0.1:49182        127.0.0.1:49183        ESTABLISHED     3944
  TCP    127.0.0.1:49183        127.0.0.1:49182        ESTABLISHED     3944
  TCP    127.0.0.1:49184        127.0.0.1:49185        ESTABLISHED     3944
  TCP    127.0.0.1:49185        127.0.0.1:49184        ESTABLISHED     3944
  TCP    127.0.0.1:49186        127.0.0.1:49187        ESTABLISHED     3944
  TCP    127.0.0.1:49187        127.0.0.1:49186        ESTABLISHED     3944
  TCP    127.0.0.1:49188        127.0.0.1:49189        ESTABLISHED     3944
  TCP    127.0.0.1:49189        127.0.0.1:49188        ESTABLISHED     3944
  TCP    127.0.0.1:49190        127.0.0.1:49191        ESTABLISHED     3944
  TCP    127.0.0.1:49191        127.0.0.1:49190        ESTABLISHED     3944
  TCP    127.0.0.1:49192        127.0.0.1:3307         ESTABLISHED     3620
  TCP    127.0.0.1:49193        127.0.0.1:3307         ESTABLISHED     3592
  TCP    127.0.0.1:49194        127.0.0.1:19492        ESTABLISHED     3108
  TCP    127.0.0.1:49195        127.0.0.1:3783         ESTABLISHED     5180
  TCP    127.0.0.1:49200        127.0.0.1:20936        ESTABLISHED     5180
  TCP    127.0.0.1:49201        127.0.0.1:31231        ESTABLISHED     5180
  TCP    127.0.0.1:49202        127.0.0.1:3032         ESTABLISHED     5180
  TCP    127.0.0.1:49203        127.0.0.1:31580        ESTABLISHED     5180
  TCP    127.0.0.1:49302        127.0.0.1:65001        ESTABLISHED     7424
  TCP    127.0.0.1:49306        127.0.0.1:6480         FIN_WAIT_2      5180
  TCP    127.0.0.1:49307        127.0.0.1:25001        ESTABLISHED     5180
  TCP    127.0.0.1:49308        127.0.0.1:16637        ESTABLISHED     9708
  TCP    127.0.0.1:49309        127.0.0.1:17484        ESTABLISHED     9708
  TCP    127.0.0.1:49310        127.0.0.1:7619         ESTABLISHED     9708
  TCP    127.0.0.1:49311        127.0.0.1:5070         TIME_WAIT       0
  TCP    127.0.0.1:49314        127.0.0.1:9684         TIME_WAIT       0
  TCP    127.0.0.1:49333        127.0.0.1:30459        TIME_WAIT       0
  TCP    127.0.0.1:49335        127.0.0.1:13936        TIME_WAIT       0
  TCP    127.0.0.1:49352        127.0.0.1:5357         TIME_WAIT       0
  TCP    127.0.0.1:49353        127.0.0.1:20936        TIME_WAIT       0
  TCP    127.0.0.1:49469        127.0.0.1:24265        TIME_WAIT       0
  TCP    127.0.0.1:65000        0.0.0.0:0              LISTENING       7424
  TCP    127.0.0.1:65001        0.0.0.0:0              LISTENING       7424
  TCP    127.0.0.1:65001        127.0.0.1:49302        ESTABLISHED     7424
  TCP    162.162.162.30:139     0.0.0.0:0              LISTENING       4
  TCP    162.162.162.30:49159   51.89.65.34:80         ESTABLISHED     2248
  TCP    162.162.162.30:49159   124.120.194.49:53417   ESTABLISHED     2248
  TCP    162.162.162.30:49204   72.51.44.49:4000       TIME_WAIT       0
  TCP    162.162.162.30:49312   40.90.22.185:443       ESTABLISHED     1224
  TCP    162.162.162.30:49328   40.90.22.185:443       ESTABLISHED     1224
  TCP    162.162.162.30:49329   23.61.196.31:80        ESTABLISHED     9844
  TCP    162.162.162.30:49330   95.100.188.12:80       ESTABLISHED     9844
  TCP    162.162.162.30:49331   95.100.188.92:80       ESTABLISHED     9844
  TCP    162.162.162.30:49332   95.100.188.92:443      ESTABLISHED     9844
  TCP    162.162.162.30:49337   51.105.249.228:443     ESTABLISHED     9844
  TCP    162.162.162.30:49338   23.61.222.227:80       ESTABLISHED     9844
  TCP    162.162.162.30:49339   162.162.162.27:3911    TIME_WAIT       0
  TCP    162.162.162.30:49345   152.195.53.31:80       TIME_WAIT       0
  TCP    162.162.162.30:49356   91.228.167.151:80      TIME_WAIT       0
  TCP    162.162.162.30:49357   91.228.167.151:80      TIME_WAIT       0
  TCP    162.162.162.30:49358   91.228.167.151:80      TIME_WAIT       0
  TCP    162.162.162.30:49359   91.228.167.151:80      TIME_WAIT       0
  TCP    162.162.162.30:49456   64.233.161.94:443      TIME_WAIT       0
  TCP    162.162.162.30:49458   199.59.242.153:80      TIME_WAIT       0
  TCP    162.162.162.30:49459   199.59.242.153:80      TIME_WAIT       0
  TCP    162.162.162.30:49460   64.233.165.84:443      TIME_WAIT       0
  TCP    162.162.162.30:49461   74.125.205.136:443     TIME_WAIT       0
  TCP    162.162.162.30:49462   173.194.222.103:443    TIME_WAIT       0
  TCP    162.162.162.30:49463   64.233.165.102:443     TIME_WAIT       0
  TCP    162.162.162.30:49464   173.194.221.95:443     TIME_WAIT       0
  TCP    162.162.162.30:49465   173.194.221.94:443     TIME_WAIT       0
  TCP    162.162.162.30:49466   199.59.242.155:80      TIME_WAIT       0
  TCP    162.162.162.30:49467   173.194.73.94:443      TIME_WAIT       0
  TCP    162.162.162.30:49470   23.61.218.119:443      ESTABLISHED     11968
  TCP    162.162.162.30:49471   131.253.14.227:443     ESTABLISHED     11968
  TCP    162.162.162.30:49472   13.107.21.200:443      ESTABLISHED     9844
  TCP    162.162.162.30:49473   13.107.21.200:443      ESTABLISHED     9844
  TCP    162.162.162.30:49474   13.107.21.200:443      ESTABLISHED     9844
  TCP    162.162.162.30:49475   40.77.224.11:80        ESTABLISHED     11968
  TCP    192.168.13.1:139       0.0.0.0:0              LISTENING       4
  TCP    192.168.150.1:139      0.0.0.0:0              LISTENING       4
  TCP    [::]:21                [::]:0                 LISTENING       2956
  TCP    [::]:88                [::]:0                 LISTENING       3172
  TCP    [::]:135               [::]:0                 LISTENING       800
  TCP    [::]:443               [::]:0                 LISTENING       3172
  TCP    [::]:445               [::]:0                 LISTENING       4
  TCP    [::]:554               [::]:0                 LISTENING       10400
  TCP    [::]:888               [::]:0                 LISTENING       2284
  TCP    [::]:1433              [::]:0                 LISTENING       2328
  TCP    [::]:1947              [::]:0                 LISTENING       2996
  TCP    [::]:2382              [::]:0                 LISTENING       3656
  TCP    [::]:2540              [::]:0                 LISTENING       4224
  TCP    [::]:2541              [::]:0                 LISTENING       5136
  TCP    [::]:2560              [::]:0                 LISTENING       5580
  TCP    [::]:2561              [::]:0                 LISTENING       5588
  TCP    [::]:2562              [::]:0                 LISTENING       5564
  TCP    [::]:2563              [::]:0                 LISTENING       5604
  TCP    [::]:2564              [::]:0                 LISTENING       5572
  TCP    [::]:2565              [::]:0                 LISTENING       5760
  TCP    [::]:2566              [::]:0                 LISTENING       5636
  TCP    [::]:2567              [::]:0                 LISTENING       5684
  TCP    [::]:2568              [::]:0                 LISTENING       5620
  TCP    [::]:2569              [::]:0                 LISTENING       5740
  TCP    [::]:2570              [::]:0                 LISTENING       5752
  TCP    [::]:2571              [::]:0                 LISTENING       5732
  TCP    [::]:2572              [::]:0                 LISTENING       5652
  TCP    [::]:2573              [::]:0                 LISTENING       5660
  TCP    [::]:2574              [::]:0                 LISTENING       5696
  TCP    [::]:2575              [::]:0                 LISTENING       5780
  TCP    [::]:2576              [::]:0                 LISTENING       6884
  TCP    [::]:2869              [::]:0                 LISTENING       4
  TCP    [::]:3587              [::]:0                 LISTENING       8052
  TCP    [::]:4000              [::]:0                 LISTENING       4944
  TCP    [::]:5357              [::]:0                 LISTENING       4
  TCP    [::]:10243             [::]:0                 LISTENING       4
  TCP    [::]:49152             [::]:0                 LISTENING       888
  TCP    [::]:49153             [::]:0                 LISTENING       1200
  TCP    [::]:49154             [::]:0                 LISTENING       1224
  TCP    [::]:49155             [::]:0                 LISTENING       1980
  TCP    [::]:49166             [::]:0                 LISTENING       1000
  TCP    [::]:49266             [::]:0                 LISTENING       992
  TCP    [::1]:1434             [::]:0                 LISTENING       2328
  TCP    [::1]:2869             [::1]:49477            TIME_WAIT       0
  TCP    [::1]:2869             [::1]:49480            TIME_WAIT       0
  TCP    [::1]:2869             [::1]:49484            TIME_WAIT       0
  TCP    [::1]:14147            [::]:0                 LISTENING       2956
  TCP    [::1]:49303            [::1]:5357             TIME_WAIT       0
  TCP    [::1]:49304            [::1]:5357             TIME_WAIT       0
  TCP    [::1]:49476            [::]:0                 LISTENING       8752
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49196  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49205  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49206  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49207  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49208  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49209  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49210  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49211  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49212  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49213  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49214  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49215  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49216  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49217  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49218  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49219  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49220  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49221  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49237  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49378  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49425  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2541  [fe80::d409:7142:582e:e52%16]:49489  ESTABLISHED     5136
  TCP    [fe80::d409:7142:582e:e52%16]:2560  [fe80::d409:7142:582e:e52%16]:49229  ESTABLISHED     5580
